Index,herb,target
234,787,270
235,557,226
236,760,722
237,217,2205
238,1372,4511
239,210,3035
240,1448,539
241,1197,4777
242,170,453
243,1267,2540
244,210,1474
245,320,3768
246,1197,1396
247,916,4845
248,216,5181
249,223,2335
250,1205,811
251,884,564
252,309,2335
253,322,192
254,68,1488
255,221,5050
256,942,4911
257,1427,2170
258,886,971
259,1420,2205
260,400,322
261,479,894
262,374,857
263,588,526
264,627,2540
265,1361,647
266,1309,2335
267,1138,3703
268,1108,2540
269,1284,2070
270,767,1196
271,727,4783
272,210,2112
273,1360,2195
274,1108,708
275,87,1911
276,1111,2810
277,851,857
278,1380,5000
279,886,3869
280,374,4406
281,201,1681
282,906,3171
283,60,647
284,587,2677
285,955,4573
286,1340,4512
287,321,1692
288,170,471
289,315,121
290,293,4406
291,663,4291
292,218,3627
293,978,5106
294,1316,2315
295,17,4588
296,1443,1783
297,1458,854
298,125,4736
299,983,4777
300,224,5181
301,106,34
302,87,1895
303,706,444
304,855,2818
305,49,971
306,876,850
307,715,708
308,973,3171
309,52,4167
310,87,1018
311,1381,4305
312,959,2205
313,190,871
314,890,3047
315,1077,409
316,1115,606
317,376,2346
318,1428,4856
319,795,3703
320,41,3768
321,602,539
322,516,3171
323,803,627
324,701,4695
325,724,1526
326,1212,1488
327,82,3265
328,1168,3346
329,713,4856
330,191,843
331,754,1734
332,85,5181
333,1204,971
334,983,3438
335,1448,2709
336,38,492
337,372,4964
338,175,4983
339,980,850
340,760,3037
341,1297,1681
342,348,3187
343,1031,1474
344,604,2887
345,229,722
346,351,1474
347,218,1561
348,1449,2810
349,218,2205
350,468,4827
351,1079,843
352,186,3655
353,1010,492
354,724,2736
355,242,444
356,349,2709
357,544,5111
358,49,1812
359,713,1812
360,723,192
361,153,857
362,135,4669
363,397,4148
364,1371,965
365,190,1743
366,1461,3075
367,1053,2205
368,399,4167
369,1284,2702
370,1450,3627
371,932,2810
372,11,1474
373,1065,4512
374,60,4350
375,1108,647
376,614,1681
377,77,2070
378,749,3668
379,233,146
380,1304,3394
381,1391,857
382,460,3394
383,170,146
384,648,1827
385,522,708
386,643,4573
387,1422,1743
388,123,2335
389,1173,1722
390,9,17
391,360,1366
392,126,3171
393,335,2027
394,238,538
395,795,3329
396,1197,3156
397,87,2844
398,263,2070
399,848,3250
400,916,627
401,1190,2205
402,201,3394
403,297,5150
404,616,3603
405,1338,496
406,170,4273
407,160,4015
408,1105,492
409,500,843
410,949,3273
411,1345,2518
412,1158,2540
413,1224,1871
414,1161,3699
415,1169,1474
416,87,4273
417,630,526
418,767,2540
419,1135,1911
420,479,986
421,701,4221
422,1259,553
423,620,1018
424,1167,3075
425,415,4798
426,203,3649
427,588,4396
428,1297,2335
429,620,1488
430,235,2709
431,293,325
432,238,1783
433,1197,1963
434,1236,4877
435,940,3649
436,210,1122
437,304,1734
438,22,4082
439,1010,3127
440,749,3171
441,557,1983
442,1122,850
443,878,2540
444,426,110
445,1465,192
446,372,857
447,1077,4867
448,1204,2457
449,375,1313
450,1371,843
451,1197,2655
452,358,4467
453,862,3438
454,189,1587
455,1437,1366
456,535,5181
457,537,2457
458,1054,3252
459,714,1972
460,376,2810
461,1433,146
462,1408,2346
463,1102,3154
464,242,4605
465,1303,647
466,353,163
467,939,4078
468,1373,843
469,208,1018
470,701,4900
471,731,1212
472,460,2540
473,1204,2815
474,943,843
475,1042,830
476,1371,2640
477,40,4959
478,662,5169
479,1144,146
480,1115,2271
481,1322,4304
482,193,192
483,77,1320
484,688,3655
485,586,750
486,253,3252
487,73,146
488,184,3171
489,261,4133
490,300,3912
491,335,17
492,916,2766
493,879,847
494,586,3027
495,1299,2766
496,973,2818
497,1461,553
498,396,2337
499,270,3252
500,1197,1400
501,665,2602
502,1437,2267
503,9,2169
504,557,4250
505,1370,3171
506,1278,4167
507,937,17
508,648,146
509,60,3919
510,190,4015
511,50,1751
512,1289,2337
513,1422,1561
514,396,1320
515,1364,1734
516,688,3965
517,245,521
518,380,3768
519,70,3524
520,1167,2518
521,1173,634
522,1063,2000
523,296,4687
524,1197,2287
525,1166,1488
526,857,722
527,886,3242
528,795,146
529,713,2230
530,1424,843
531,426,5057
532,1123,1783
533,1356,1569
534,1361,1508
535,535,903
536,648,3703
537,1450,5204
538,472,971
539,1013,3250
540,587,4573
541,665,3668
542,1340,5181
543,977,656
544,1448,4167
545,720,132
546,242,4015
547,415,3171
548,667,5050
549,834,1362
550,1068,4767
551,731,2112
552,690,564
553,435,2205
554,150,528
555,1183,1474
556,1324,3171
557,556,1783
558,1080,875
559,105,4423
560,511,3028
561,1150,1789
562,73,2518
563,942,1508
564,1356,965
565,415,5106
566,1371,854
567,1430,835
568,1351,2205
569,1408,1899
570,1076,1474
571,1452,1488
572,500,1871
573,1267,345
574,197,1734
575,1406,3927
576,1102,4964
577,1197,1508
578,639,2240
579,221,875
580,52,531
581,310,560
582,1322,1488
583,287,1018
584,978,3724
585,545,4330
586,436,1812
587,706,805
588,338,722
589,413,1783
590,767,903
591,920,1214
592,983,4273
593,1221,1722
594,1173,2743
595,300,2780
596,862,4921
597,906,187
598,348,1706
599,879,446
600,1168,1701
601,930,492
602,1284,4588
603,308,234
604,916,4380
605,529,26
606,82,4632
607,242,322
608,64,4
609,1102,655
610,207,4777
611,236,1210
612,1456,2540
613,110,2287
614,977,1173
615,547,5106
616,256,564
617,203,2440
618,1457,538
619,978,2337
620,406,750
621,1086,3413
622,942,325
623,1242,1734
624,1069,4765
625,87,854
626,87,98
627,394,4495
628,1011,1366
629,1373,965
630,193,1508
631,648,3134
632,935,146
633,324,2716
634,764,4167
635,1129,966
636,181,2844
637,1301,3171
638,993,1911
639,315,1210
640,843,1508
641,500,3665
642,1421,705
643,727,843
644,472,656
645,85,3668
646,1276,2844
647,530,843
648,355,1474
649,218,5148
650,977,2341
651,939,1508
652,264,3525
653,1351,2335
654,1380,4273
655,587,3352
656,203,4253
657,644,1060
658,515,843
659,371,1734
660,22,631
661,701,192
662,978,200
663,1115,2189
664,862,68
665,537,4777
666,273,1508
667,884,146
668,1456,1457
669,1204,2335
670,502,5109
671,170,4471
672,55,4937
673,343,1701
674,214,3927
675,315,4024
676,1111,4380
677,529,4250
678,1025,1734
679,138,1338
680,170,282
681,1327,4765
682,1284,2630
683,1280,5181
684,859,1060
685,1220,3394
686,135,4911
687,1224,1812
688,630,2540
689,570,110
690,643,1831
691,449,553
692,88,2335
693,1252,3394
694,207,2844
695,884,3965
696,1297,2157
697,123,1128
698,500,4700
699,75,2112
700,688,1488
701,315,3789
702,178,854
703,1436,1932
704,135,1488
705,851,1579
706,406,3250
707,380,2000
708,428,2346
709,535,1474
710,297,4319
711,189,1626
712,500,1488
713,170,2287
714,1234,352
715,142,4250
716,988,2630
717,843,192
718,537,4273
719,1020,2518
720,1167,843
721,912,1508
722,529,2726
723,634,3394
724,1039,4305
725,586,1474
726,634,2337
727,1437,2000
728,315,3724
729,1025,1179
730,310,5111
731,918,1474
732,662,4637
733,933,4015
734,406,3005
735,282,316
736,720,2810
737,1053,3037
738,1111,146
739,799,4250
740,150,5148
741,1450,2195
742,939,1538
743,930,1681
744,851,3537
745,190,647
746,128,3252
747,940,857
748,441,5106
749,315,4646
750,890,2844
751,1456,151
752,396,2287
753,70,816
754,1458,2602
755,1167,2255
756,49,857
757,1173,4674
758,663,2230
759,875,3252
760,1013,444
761,906,315
762,977,1060
763,1361,857
764,40,1128
765,460,3703
766,878,4519
767,1464,1744
768,248,1474
769,54,2810
770,906,857
771,1221,4693
772,1416,647
773,238,26
774,587,2540
775,1270,4021
776,1408,2157
777,800,291
778,510,3240
779,552,903
780,329,146
781,969,501
782,239,750
783,1313,1911
784,1449,4250
785,807,4512
786,1234,5000
787,879,2702
788,210,2967
789,920,526
790,73,908
791,574,2335
792,399,1000
793,17,345
794,599,1758
795,1410,2815
796,778,1871
797,399,2205
798,774,705
799,82,4419
800,310,2810
801,251,1626
802,360,4380
803,890,526
804,906,3394
805,1013,4779
806,1389,1366
807,410,1846
808,178,653
809,342,1474
810,731,4856
811,1295,3171
812,614,722
813,320,4777
814,1307,4937
815,1169,539
816,1373,4973
817,460,1722
818,312,3265
819,1356,3171
820,460,3265
821,1436,4404
822,551,1332
823,1356,3122
824,1430,2818
825,101,4579
826,170,3252
827,1366,4669
828,193,1809
829,955,1474
830,170,2887
831,178,3127
832,886,647
833,1456,526
834,235,647
835,1360,4159
836,1169,1488
837,851,1320
838,600,3075
839,390,2335
840,1280,1212
841,713,3265
842,273,2914
843,207,4937
844,1287,146
845,85,1474
846,320,1397
847,238,3252
848,760,132
849,22,1474
850,720,2175
851,714,1457
852,1187,1474
853,1224,151
854,278,2630
855,769,2240
856,996,3252
857,1422,5181
858,436,120
859,105,2280
860,1077,1320
861,451,3525
862,920,3674
863,851,4944
864,376,986
865,293,843
866,459,705
867,1086,501
868,1001,1488
869,535,3689
870,891,531
871,309,4348
872,1205,1474
873,557,835
874,273,4674
875,339,1442
876,731,3668
877,1111,4674
878,310,1871
879,513,1474
880,942,2267
881,1295,627
882,216,1488
883,1390,4543
884,574,3171
885,1080,708
886,588,4838
887,904,1812
888,1322,1681
889,963,647
890,1096,4804
891,1351,830
892,142,4736
893,1168,142
894,94,4573
895,807,903
896,560,531
897,1408,531
898,1204,409
899,935,843
900,1102,1890
901,27,1482
902,339,3466
903,436,4213
904,348,2684
905,480,931
906,1115,3180
907,845,1362
908,1458,2320
909,713,3699
910,993,1743
911,807,526
912,60,192
913,978,3789
914,70,965
915,987,3171
916,270,705
917,1461,1783
918,455,4167
919,87,1508
920,360,1587
921,315,97
922,1408,1526
923,1251,411
924,1225,1488
925,1223,539
926,851,4370
927,864,843
928,993,3206
929,1410,5183
930,1183,564
931,706,4937
932,1076,120
933,1366,34
934,799,1320
935,588,2293
936,343,604
937,372,1074
938,1203,2533
939,223,4815
940,1224,4159
941,1031,598
942,1011,1831
943,851,2988
944,87,526
945,396,4829
946,1448,1722
947,1436,3882
948,1361,2189
949,70,3699
950,1197,931
951,911,4348
952,663,2810
953,706,218
954,940,2337
955,1111,4973
956,1150,2702
957,315,2232
958,1102,4015
959,406,2518
960,449,850
961,1186,2335
962,573,4406
963,73,3784
964,64,1057
965,54,3394
966,969,854
967,893,4729
968,1287,4140
969,328,2335
970,1158,3674
971,920,3330
972,626,1320
973,1204,2540
974,1063,1885
975,106,2709
976,1408,4273
977,492,1722
978,799,144
979,339,4573
980,3,4669
981,1166,531
982,1351,2914
983,236,1582
984,193,1338
985,170,3035
986,60,1804
987,873,2346
988,527,2090
989,878,2743
990,878,1124
991,663,3547
992,1256,5135
993,961,1722
994,711,2280
995,339,2335
996,263,3703
997,1311,2971
998,823,146
999,278,2815
1000,1297,2056
1001,690,1366
1002,435,4410
1003,1246,2302
1004,40,2457
1005,380,352
1006,687,94
1007,1073,843
1008,610,2810
1009,1102,411
1010,238,526
1011,993,2521
1012,758,4250
1013,1314,4588
1014,680,843
1015,292,3252
1016,1182,1445
1017,142,2702
1018,150,553
1019,1373,3154
1020,816,97
1021,1436,4396
1022,795,590
1023,510,4579
1024,731,1018
1025,1234,931
1026,21,3839
1027,344,5111
1028,1466,843
1029,1447,843
1030,1059,3668
1031,920,1812
1032,940,2677
1033,1017,4241
1034,1061,1124
1035,1010,1681
1036,48,1313
1037,1433,3252
1038,1197,4049
1039,1448,4815
1040,511,528
1041,1186,146
1042,1184,647
1043,789,5181
1044,1316,4815
1045,479,192
1046,510,2810
1047,531,5114
1048,87,3633
1049,1034,187
1050,424,2834
1051,731,2174
1052,983,4842
1053,1137,2000
1054,1338,3177
1055,513,769
1056,1437,4674
1057,529,1722
1058,201,5072
1059,621,1474
1060,600,4695
1061,1173,894
1062,361,647
1063,1408,722
1064,269,4467
1065,54,2000
1066,947,26
1067,761,1692
1068,186,1508
1069,706,2458
1070,1393,1871
1071,1422,3075
1072,1063,1701
1073,1224,3864
1074,1295,3547
1075,500,1812
1076,472,816
1077,1364,1366
1078,1111,3627
1079,410,3075
1080,972,5181
1081,1180,117
1082,1280,1474
1083,48,4078
1084,1300,2155
1085,1242,146
1086,1115,3649
1087,1079,1141
1088,12,2157
1089,1371,2755
1090,720,2521
1091,573,4804
1092,1173,5072
1093,1475,189
1094,1043,65
1095,372,4880
1096,1349,5072
1097,1375,2205
1098,1436,1508
1099,343,1095
1100,458,1582
1101,1293,2361
1102,795,2965
1103,1381,492
1104,359,192
1105,1349,4607
1106,529,1018
1107,1375,37
1108,1356,1701
1109,253,4305
1110,1437,5181
1111,1092,5065
1112,1249,1694
1113,800,2540
1114,1338,2346
1115,780,3049
1116,238,2335
1117,511,314
1118,800,854
1119,1173,1816
1120,25,345
1121,321,4337
1122,293,1018
1123,87,647
1124,1086,84
1125,374,1041
1126,1450,1871
1127,978,4736
1128,186,5181
1129,1371,4937
1130,621,2634
1131,1200,3127
1132,904,903
1133,557,4573
1134,663,1128
1135,933,843
1136,834,1526
1137,878,3394
1138,947,4167
1139,1324,1508
1140,282,1320
1141,377,3679
1142,1328,2322
1143,1371,2716
1144,1065,5181
1145,60,4964
1146,1090,1354
1147,376,3171
1148,1393,3252
1149,1054,1555
1150,1170,2726
1151,1462,4563
1152,543,1474
1153,304,4632
1154,1168,4573
1155,184,1259
1156,893,2047
1157,1322,5204
1158,1054,3839
1159,731,707
1160,1105,1587
1161,978,299
1162,1170,1474
1163,260,151
1164,620,5140
1165,320,3171
1166,94,553
1167,1483,971
1168,274,2844
1169,816,3252
1170,904,2267
1171,587,903
1172,63,1474
1173,1427,1018
1174,648,1508
1175,1311,3177
1176,1436,2810
1177,329,2844
1178,1182,1871
1179,1360,146
1180,478,2010
1181,857,4818
1182,1025,4250
1183,1421,3518
1184,1009,4348
1185,223,894
1186,755,492
1187,125,3898
1188,1466,526
1189,330,708
1190,1371,3034
1191,680,110
1192,799,2711
1193,1132,4250
1194,512,835
1195,869,1899
1196,103,2337
1197,1156,634
1198,351,705
1199,939,3603
1200,1186,5181
1201,1105,4729
1202,203,3603
1203,1105,553
1204,1168,5169
1205,722,2515
1206,1458,3633
1207,339,1734
1208,1322,3998
1209,190,3005
1210,1345,3375
1211,73,3699
1212,602,1508
1213,916,2157
1214,769,1320
1215,178,5106
1216,720,2337
1217,247,3603
1218,1221,1701
1219,502,3154
1220,123,2457
1221,969,134
1222,1447,1488
1223,1224,4348
1224,64,929
1225,529,4937
1226,711,691
1227,371,2844
1228,916,4533
1229,728,4250
1230,1096,1457
1231,857,843
1232,1340,2335
1233,952,628
1234,720,1119
1235,878,4838
1236,269,108
1237,867,4736
1238,626,3627
1239,774,2361
1240,1115,4511
1241,1011,3789
1242,776,1734
1243,1304,750
1244,460,1783
1245,1466,501
1246,1293,816
1247,1026,1783
1248,604,1173
1249,428,1392
1250,482,1354
1251,620,507
1252,968,5050
1253,54,705
1254,501,1474
1255,648,3252
1256,966,4976
1257,73,4777
1258,80,3104
1259,73,2630
1260,1169,903
1261,862,3250
1262,884,1018
1263,713,4936
1264,230,667
1265,916,3075
1266,900,1508
1267,315,1274
1268,55,2112
1269,270,1871
1270,1115,99
1271,472,4467
1272,634,4044
1273,463,1488
1274,300,373
1275,621,1320
1276,1340,835
1277,170,3016
1278,884,1699
1279,1225,492
1280,1276,2702
1281,1328,3171
1282,143,4133
1283,269,1221
1284,479,875
1285,60,4428
1286,472,1734
1287,731,5065
1288,1448,4632
1289,795,816
1290,1371,526
1291,1236,1925
1292,1381,1812
1293,479,1474
1294,911,1457
1295,1105,3699
1296,361,2510
1297,622,843
1298,374,1234
1299,123,722
1300,1295,97
1301,947,3252
1302,1361,1210
1303,238,1508
1304,851,3851
1305,334,1221
1306,714,4633
1307,1267,3206
1308,862,4777
1309,203,4435
1310,644,1338
1311,1469,3674
1312,1173,4273
1313,270,706
1314,711,2337
1315,1042,2844
1316,768,3252
1317,939,2818
1318,70,2335
1319,1437,4911
1320,282,4798
1321,1260,1018
1322,557,2056
1323,1340,1313
1324,415,854
1325,857,192
1326,1465,757
1327,235,4015
1328,728,4140
1329,851,1840
1330,293,1083
1331,1197,3252
1332,886,4777
1333,1437,3802
1334,320,1128
1335,217,1259
1336,838,3802
1337,869,322
1338,1105,2337
1339,49,495
1340,82,108
1341,869,2335
1342,969,4512
1343,479,4804
1344,978,717
1345,1184,1362
1346,1380,2810
1347,893,1474
1348,1169,526
1349,273,4798
1350,1205,1128
1351,1112,2172
1352,1184,2844
1353,183,1354
1354,1298,1812
1355,834,708
1356,1426,1526
1357,54,5057
1358,637,5147
1359,26,1474
1360,1231,2335
1361,278,3252
1362,987,1230
1363,626,34
1364,1234,3127
1365,296,2844
1366,663,3252
1367,1086,1508
1368,1069,1688
1369,720,34
1370,1011,146
1371,587,2346
1372,1424,4273
1373,52,3075
1374,969,867
1375,459,3655
1376,739,470
1377,293,4511
1378,410,4167
1379,282,3171
1380,340,4543
1381,1031,1722
1382,1028,3603
1383,479,1809
1384,1155,2748
1385,82,2506
1386,1170,553
1387,1220,2170
1388,352,1930
1389,235,1816
1390,87,2630
1391,906,1508
1392,127,107
1393,406,234
1394,184,2355
1395,932,4250
1396,1224,1332
1397,1067,1706
1398,88,1320
1399,559,3171
1400,620,1392
1401,930,5204
1402,182,2810
1403,87,3035
1404,1251,3171
1405,187,4856
1406,293,656
1407,879,5029
1408,1013,1783
1409,557,5072
1410,547,3252
1411,502,2157
1412,1249,1474
1413,845,409
1414,78,4657
1415,343,4273
1416,60,1795
1417,46,366
1418,110,3668
1419,442,1474
1420,1102,68
1421,1170,3633
1422,977,971
1423,1183,2815
1424,129,843
1425,699,2337
1426,324,5181
1427,102,3623
1428,875,1722
1429,1086,1222
1430,1158,602
1431,170,627
1432,851,4227
1433,387,2341
1434,282,1018
1435,869,2711
1436,1276,843
1437,436,151
1438,1017,3757
1439,434,2702
1440,82,4605
1441,105,2205
1442,235,1018
1443,1329,207
1444,774,1783
1445,210,965
1446,1155,971
1447,963,2709
1448,816,4877
1449,519,843
1450,912,1692
1451,1450,5065
1452,706,1722
1453,1437,564
1454,875,5181
1455,408,1488
1456,1436,2321
1457,458,2810
1458,314,4330
1459,371,146
1460,82,2743
1461,1373,2457
1462,270,192
1463,610,3646
1464,376,835
1465,1380,647
1466,203,1207
1467,637,4783
1468,720,3353
1469,587,1362
1470,330,5183
1471,973,110
1472,547,4273
1473,644,1474
1474,1267,4573
1475,663,2361
1476,586,3815
1477,1426,3352
1478,60,4314
1479,1013,2335
1480,1301,291
1481,711,2810
1482,193,1783
1483,359,2205
1484,367,1488
1485,731,146
1486,123,322
1487,535,4167
1488,181,3319
1489,150,17
1490,1102,1074
1491,1450,4729
1492,1257,4250
1493,588,4854
1494,1356,3177
1495,560,110
1496,27,4729
1497,278,2381
1498,1056,1474
1499,266,1474
1500,1184,1508
1501,184,478
1502,382,4937
1503,1380,553
1504,720,4341
1505,339,151
1506,535,146
1507,248,1362
1508,123,1722
1509,1186,3250
1510,1203,497
1511,12,1339
1512,1345,3252
1513,1458,3789
1514,588,1500
1515,780,4921
1516,1085,2818
1517,187,3172
1518,270,750
1519,906,4807
1520,1025,875
1521,238,5000
1522,1184,3171
1523,410,538
1524,1267,2818
1525,1472,565
1526,940,1362
1527,1351,3724
1528,537,1587
1529,557,2743
1530,1182,1743
1531,712,1846
1532,1167,850
1533,1203,2518
1534,200,1707
1535,328,971
1536,711,2844
1537,934,3177
1538,479,3056
1539,1166,5181
1540,242,3005
1541,300,3369
1542,87,3378
1543,242,843
1544,722,146
1545,851,5201
1546,849,4804
1547,940,2189
1548,223,4167
1549,1295,1705
1550,82,986
1551,1448,192
1552,703,1457
1553,1141,1488
1554,955,854
1555,1437,3171
1556,521,2205
1557,1043,2540
1558,469,1783
1559,320,816
1560,210,4605
1561,458,3632
1562,101,3668
1563,1013,234
1564,1168,99
1565,720,2287
1566,1182,2844
1567,1195,3965
1568,64,2047
1569,1400,3781
1570,1034,965
1571,1197,965
1572,886,3273
1573,884,4937
1574,451,4050
1575,1284,2457
1576,372,5020
1577,767,1210
1578,890,3863
1579,588,3252
1580,321,4588
1581,1267,4783
1582,1161,3379
1583,186,2335
1584,1076,2815
1585,1043,854
1586,706,151
1587,170,1014
1588,442,2709
1589,626,2205
1590,834,1117
1591,128,65
1592,360,722
1593,1052,4406
1594,851,1039
1595,1484,2521
1596,711,843
1597,1267,2355
1598,375,903
1599,663,3870
1600,1105,634
1601,576,192
1602,22,478
1603,273,1366
1604,1436,3182
1605,1450,322
1606,869,1930
1607,68,3771
1608,886,1474
1609,1017,4856
1610,315,2098
1611,1105,4380
1612,82,816
1613,80,4736
1614,731,1739
1615,8,5135
1616,1461,1722
1617,551,2070
1618,248,796
1619,512,553
1620,557,3171
1621,411,154
1622,937,3603
1623,723,843
1624,551,656
1625,253,1316
1626,641,4632
1627,1259,843
1628,1329,2054
1629,663,2112
1630,1437,521
1631,816,2971
1632,1158,3802
1633,560,1899
1634,537,3394
1635,884,2702
1636,1062,2908
1637,105,1330
1638,848,1692
1639,714,1404
1640,1222,1488
1641,1028,5065
1642,1111,1259
1643,220,1758
1644,602,662
1645,1035,4607
1646,415,4674
1647,940,2717
1648,1141,2515
1649,375,4078
1650,862,2518
1651,390,192
1652,73,3668
1653,634,192
1654,604,1932
1655,1366,1587
1656,375,4273
1657,1424,1722
1658,1204,634
1659,1085,1783
1660,1260,1065
1661,838,3171
1662,728,146
1663,719,1474
1664,893,2815
1665,769,3394
1666,175,4588
1667,827,1871
1668,382,1734
1669,1182,854
1670,855,1783
1671,626,3154
1672,864,830
1673,1412,2335
1674,799,2205
1675,864,2914
1676,720,3171
1677,1295,5154
1678,1390,3627
1679,293,1320
1680,1360,1722
1681,87,1355
1682,153,647
1683,537,1474
1684,1340,4970
1685,707,1320
1686,501,4959
1687,1195,2000
1688,1063,5200
1689,662,3665
1690,886,3049
1691,210,1018
1692,597,843
1693,380,4674
1694,48,541
1695,1054,3027
1696,1062,1582
1697,829,1018
1698,1358,2175
1699,866,2630
1700,1205,1366
1701,937,1488
1702,1340,389
1703,312,3394
1704,602,1259
1705,1224,3804
1706,916,965
1707,1077,2818
1708,767,2815
1709,588,5099
1710,70,1436
1711,410,1259
1712,426,1488
1713,867,843
1714,925,1508
1715,724,2315
1716,1301,3456
1717,188,4736
1718,963,4277
1719,1408,2540
1720,714,2070
1721,1090,4838
1722,502,5050
1723,87,2205
1724,376,5181
1725,1155,796
1726,1102,5020
1727,253,2205
1728,637,4624
1729,513,1389
1730,1111,3252
1731,150,2087
1732,713,471
1733,680,750
1734,436,4674
1735,48,2000
1736,1045,4736
1737,1200,2576
1738,1246,4273
1739,410,1508
1740,1474,4224
1741,1108,830
1742,64,1497
1743,1450,1301
1744,520,2709
1745,424,2170
1746,1184,2810
1747,66,857
1748,316,192
1749,760,3252
1750,1183,627
1751,460,929
1752,1465,3703
1753,1183,3075
1754,1197,315
1755,851,565
1756,160,3049
1757,537,4579
1758,3,4115
1759,193,3394
1760,219,753
1761,466,528
1762,1047,5073
1763,1307,2810
1764,821,314
1765,428,977
1766,1436,1060
1767,1278,1362
1768,410,2630
1769,436,192
1770,1068,1301
1771,955,526
1772,77,2777
1773,360,409
1774,12,647
1775,1340,132
1776,404,3633
1777,1205,705
1778,1069,942
1779,1267,1628
1780,202,234
1781,1115,1701
1782,193,1179
1783,1102,3049
1784,1184,146
1785,223,1259
1786,1474,3604
1787,731,2205
1788,1364,3075
1789,879,816
1790,535,3252
1791,537,843
1792,52,3699
1793,978,99
1794,1448,1362
1795,410,3789
1796,1371,4605
1797,1246,3633
1798,1393,2361
1799,1073,2706
1800,437,4273
1801,699,2709
1802,970,2540
1803,634,1734
1804,374,4871
1805,1325,4682
1806,328,5065
1807,1450,4877
1808,614,3027
1809,1284,1831
1810,838,903
1811,535,2047
1812,263,2518
1813,1322,2192
1814,940,2709
1815,479,647
1816,410,146
1817,1349,1339
1818,1436,2748
1819,1375,3252
1820,769,4250
1821,220,1474
1822,37,1722
1823,269,1911
1824,552,1488
1825,1115,3353
1826,980,1734
1827,1234,858
1828,203,2815
1829,70,662
1830,1356,857
1831,395,2634
1832,697,634
1833,797,4543
1834,87,1221
1835,519,341
1836,482,2346
1837,706,492
1838,980,1339
1839,86,2702
1840,665,2726
1841,1034,4462
1842,382,4829
1843,348,2192
1844,1180,4856
1845,335,1890
1846,48,1911
1847,767,3604
1848,1449,3768
1849,977,2630
1850,530,2736
1851,1063,2766
1852,755,3689
1853,202,1474
