index,target
133,AKR1B1
134,ACE2
135,JAK3
136,FCER2
137,CHEK2
138,CDC37
139,RBM45
140,GADD45A
141,STAT1
142,STAT3
143,CALM3
144,SRC
145,AKT1
146,LARS
147,GPT
148,F2R
149,SLC7A7
150,HMOX1
151,SERPINE1
152,INS
153,PDX1
154,FABP1
155,CCK
156,PRSS1
157,GCG
158,EDN1
159,RBP2
160,NTRK2
161,PLAU
162,PPARA
163,PPARD
164,ANTXR2
165,TEP1
166,MPO
167,CITED1
168,ERBB2
169,SOAT1
170,PLG
171,HMGCR
172,ENPEP
173,SLC2A2
174,PAM
175,TRPM8
176,crn-7
177,GAP43
178,ENPP7
179,SCD
180,PON1
181,PYY
182,DNPEP
183,UCP3
184,CRP
185,SP1
186,RPLP2
187,RPLP0
188,RPLP1
189,CYP1A1
190,IL8
191,IL2
192,CXCL12
193,IL10
194,CCL5
195,PTGER3
196,RAF1
197,IFNG
198,CCR5
199,CCR4
200,CCR3
201,FUS
202,CCR1
203,REG1A
204,CXCR4
205,MAGI2
206,CCL13
207,VCP
208,UCHL1
209,PRDX5
210,ANXA5
211,SLC6A1
212,UGT1A1
213,UGT1A6
214,CYP7A1
215,CYP7B1
216,Cyp2b1
217,MUC2
218,ABCB4
219,FABP6
220,E2F1
221,OAS3
222,NR1H4
223,ZFHX3
224,BIRC2
225,SNAI1
226,SREBF1
227,POU2F1
228,PTPRG
229,HNF4A
230,CYP8B1
231,HNF1A
232,CES2
233,SLC2A4
234,EGFR
235,ALAS1
236,NCOA1
237,NR3C2
238,CDH1
239,SLCO1B3
240,BAK1
241,PTPN11
242,BAG3
243,NR0B2
244,MCL1
245,GSR
246,SLC10A2
247,BCL2L1
248,DDIT3
249,FASN
250,FASLG
251,CA2
252,pepC
253,CYP1A2
254,F3
255,MMP10
256,NA
257,CASP7
258,GJA1
259,MMP1
260,ALB
261,CTNNB1
262,MYC
263,CD40
264,GATA1
265,GATA2
266,HMBS
267,CD86
268,CD80
269,DUOX2
270,NFE2
271,FDPS
272,HSPA5
273,TIAM2
274,IGF2
275,GSTA1
276,CHS2
277,GSTM1
278,GSTM2
279,TRIM26
280,BMPER
281,PCNA
282,SCARB1
283,ACTB
284,MMP3
285,RB1
286,MGAM
287,IL5
288,TGFB3
289,IL13
290,TGFB2
291,CYP73A5
292,PRL
293,SLC17A5
294,BSG
295,GLUL
296,CD320
297,MAPK3
298,MAPK8
299,CYP1B1
300,IL17B
301,FGF2
302,AR
303,TGFB1
304,IL1B
305,IL1A
306,NFE2L2
307,CCL2
308,CREBZF
309,ABCB1
310,AAGAB
311,C5AR1
312,CCR2
313,NR1H3
314,PLB1
315,NTRK1
316,TGFA
317,SULT1E1
318,CD28
319,BIRC3
320,FOXO1
321,PMAIP1
322,PAPPA
323,PYGO1
324,ITGB1
325,CFLAR
326,BRCA2
327,BRCA1
328,PRKAG2
329,BCAM
330,ADIPOR2
331,ADIPOR1
332,PRKCD
333,PRKD1
334,XIAP
335,SIRT1
336,SIRT2
337,XRCC6
338,PTGS1
339,CCNA2
340,BCL2L11
341,EIF2S1
342,ODC1
343,KLF10
344,HGF
345,RPS6
346,CCNE2
347,CCNE1
348,CDC2
349,CCND2
350,CCNB1
351,SELE
352,IRS1
353,TRAF2
354,TNFSF10
355,CDC42
356,CDK6
357,CDK7
358,JAK1
359,APAF1
360,LGSN
361,BMP2
362,ABCG2
363,AHSA1
364,TNFRSF10A
365,TNFRSF10B
366,COL2A1
367,GCH1
368,ABCC3
369,NQO1
370,FRAP1
371,BCL2A1
372,BBC3
373,PTPN1
374,RUNX1T1
375,SPARC
376,PRODH
377,F8
378,RGS4
379,GPLD1
380,AGPAT9
381,DGKQ
382,RPS6KB2
383,PDE4D
384,PLCE1
385,PTPN6
386,PLCB2
387,SPP1
388,ACACA
389,AUH
390,DECR1
391,ACADM
392,NOX3
393,NOX1
394,GNRH1
395,EHHADH
396,HADHB
397,ACLY
398,COL1A1
399,ACOX1
400,DCI
401,PRKCG
402,PRKCZ
403,APP
404,RAC1
405,ALDH18A1
406,CYCS
407,GAL
408,CD69
409,BID
410,TH
411,AGT
412,SI
413,IL2RA
414,PCSK9
415,SLC2A1
416,WEE1
417,RASGRF2
418,EGR1
419,FN1
420,ITGA4
421,PITPNM1
422,MDK
423,ADRA2A
424,MET
425,SLC18A2
426,KCND3
427,RET
428,KCND2
429,NGF
430,HDC
431,IGHD
432,HIRA
433,DEFB4
434,GLS2
435,PGR
436,SERTAD3
437,TLR2
438,TLR4
439,IVL
440,PPP3CA
441,IKBKB
442,IMPA1
443,TREH
444,OLR1
445,HAS2
446,ACE
447,NR1I3
448,GBA2
449,PFKM
450,SLPI
451,NCF1
452,INSR
453,NO66
454,AKR1C3
455,LCT
456,REN
457,HS3ST3A1
458,AQP4
459,PRXC1A
460,C8orf42
461,DIO1
462,PSMD3
463,DDC
464,GLRA1
465,COL7A1
466,ABCB8
467,ATP2C1
468,SAA2
469,ADCY10
470,CD163
471,COL3A1
472,TUBA1A
473,CTGF
474,PLAUR
475,SLC28A2
476,ACTA2
477,SLC34A1
478,TIMP1
479,HCRT
480,NR3C1
481,NFKB1
482,ABCC1
483,SLC6A3
484,SLC38A2
485,PLCB1
486,TXNRD1
487,IRF3
488,TRPV1
489,TRPV4
490,PARP1
491,GRIN1
492,CD36
493,MMP7
494,TOP1
495,COMT
496,TCF7
497,NUF2
498,MYB
499,HTR2A
500,CDC25C
501,PIM1
502,CD40LG
503,IRF1
504,TYR
505,PIP4K2A
506,BATF3
507,MIOX
508,AHCYL1
509,GATM
510,CLEC11A
511,EIF4EBP1
512,DFFB
513,CYBB
514,BCL3
515,CAV2
516,EIF4E
517,PFKL
518,MAP3K1
519,TAT
520,AQP5
521,MAPK12
522,CIITA
523,EIF4G1
524,MDM2
525,ADCY2
526,TOP2A
527,NPEPPS
528,TERT
529,SPDEF
530,TIMP3
531,MUC1
532,GUCY2F
533,ATM
534,OGG1
535,NRF1
536,TFAM
537,GPT2
538,MME
539,SLC11A2
540,SOD3
541,MS4A1
542,CUTA
543,TNC
544,PGD
545,SLC23A2
546,CYBRD1
547,RENBP
548,COL4A2
549,FTMT
550,CRH
551,PPP2R2A
552,STAR
553,POLR2A
554,TXN
555,GSK3B
556,FBXO32
557,PLA2G2A
558,TRIM63
559,KAT5
560,MT3
561,SLC37A4
562,GUCY1B3
563,CCL20
564,CAPN1
565,CASP12
566,TRIOBP
567,PDGFB
568,CRAT
569,ALAS2
570,SLC6A4
571,LRP1
572,PKLR
573,KRT10
574,PTGIS
575,AOC3
576,GLIPR2
577,APOA1
578,PLK1
579,HEY1
580,TERF1
581,GUSB
582,SFN
583,CDKN3
584,NQO2
585,IFNAR2
586,metB
587,CSF2
588,LITAF
589,ATF2
590,CASP1
591,MAPK8IP2
592,MAPK8IP1
593,INPPL1
594,CTSB
595,BTK
596,KDR
597,PRKCE
598,MAOB
599,FLT1
600,FLT4
601,EPHB2
602,BCL2L10
603,PLSCR1
604,CCL4
605,SLC26A6
606,XBP1
607,ITGAM
608,TGM2
609,NFAT5
610,IBSP
611,CCND3
612,STK39
613,CACNA1C
614,BGLAP
615,SMAD3
616,GNS
617,SETD2
618,IL12B
619,ABCB5
620,LRDD
621,CHKB
622,CHUK
623,DPAGT1
624,SOAT2
625,ADORA2A
626,KATNA1
627,ADRB1
628,CAT-1
629,TBXA2R
630,ITGB2
631,POR
632,CDCP1
633,FYN
634,PROC
635,PCK1
636,SMAD1
637,ATP1A1
638,NOX4
639,CYBA
640,GATA3
641,MTNR1B
642,DLG4
643,CHRNA1
644,POMC
645,AANAT
646,CTSD
647,GIF
648,IKBKG
649,NFATC3
650,CHRNA4
651,co-1
652,CCL16
653,HRAS
654,VDAC1
655,RAP2A
656,SLC5A1
657,GAPDH
658,PARK7
659,SYN1
660,DGAT2
661,MAC1
662,ABI1
663,MAPK10
664,ELANE
665,ABAT
666,ADIPOQ
667,CES1
668,GOT1
669,F5
670,F2
671,DUSP22
672,MMP14
673,PCOLCE
674,BMPR2
675,MIF
676,F2RL1
677,PTGIR
678,PRKDC
679,ZBTB7A
680,SELL
681,CAPN2
682,ITGA2B
683,TNFRSF11B
684,NT5E
685,ITPR1
686,FGF10
687,ELK1
688,PLCG1
689,HPSE
690,SPTAN1
691,JUP
692,HSD11B2
693,CTNNA1
694,CCL11
695,CHAT
696,HMGB1
697,CYP11B2
698,MYCN
699,CDKN2A
700,G6PC
701,EEF1E1
702,MS4A2
703,FXYD2
704,SLC5A5
705,APC
706,ALPI
707,ALG5
708,PSME3
709,ENOX2
710,TRPV3
711,VAOA
712,TRPC3
713,CRYZ
714,ABCC2
715,PGA5
716,ISYNA1
717,TBXAS1
718,GCK
719,KIF20B
720,PNLIP
721,CRTC3
722,IGFBP1
723,AQP1
724,INMT
725,LIPE
726,GLA
727,SLC12A2
728,HSD17B13
729,PCDH12
730,BMP4
731,SFTPB
732,CD44
733,IER3IP1
734,CHRNA7
735,MAP1B
736,CHRM1
737,CNN3
738,SDHB
739,SMAD7
740,CLCNKB
741,KCNK5
742,CYP2C8
743,TRPM4
744,ALOX12
745,FABP5
746,EGLN1
747,NFATC1
748,NOX5
749,APOD
750,CYP2C9
751,FOSL2
752,FOSL1
753,TDRD7
754,MYST4
755,RARA
756,RUNX1
757,POLB
758,SLC22A5
759,GUSBP1
760,PCYT1A
761,CFTR
762,HPGD
763,HDAC6
764,PTGER2
765,KLK3
766,NCOR1
767,KCNJ11
768,MDC1
769,PTGFR
770,SAFB
771,SYK
772,MAP2K5
773,CRYAB
774,PML
775,BUB1
776,CCNB1IP1
777,PLK2
778,PBK
779,CYP24A1
780,CDC20
781,MSLN
782,GRIN3A
783,ARC
784,GRIN2A
785,OPRM1
786,OPRK1
787,MC4R
788,GNA12
789,ARRB1
790,DLD
791,ADM
792,ADC
793,GRIA1
794,CD14
795,ARL6IP5
796,GNAI3
797,IL23A
798,DLAT
799,PDE10A
800,PCSK2
801,PCSK1
802,NDUFS1
803,FCAMR
804,DBI
805,ADCY8
806,PDYN
807,CAMKK2
808,SLC17A7
809,TDP1
810,LGALS1
811,SPI1
812,EPOR
813,ADRB3
814,JUNB
815,CACNA1H
816,ADRB2
817,TAC1
818,HBB
819,GYPA
820,PYGL
821,CTRC
822,UCP1
823,TACR1
824,CYP4B1
825,BCMO1
826,IL18
827,PPARGC1A
828,FXN
829,LTBP1
830,HSF1
831,XPR1
832,ALPL
833,CX3CL1
834,HSPD1
835,SMPD2
836,ELN
837,PNP
838,MEF2A
839,MEF2D
840,IER5
841,NEK11
842,CRLF1
843,ITGB3
844,GABRA2
845,FSHB
846,RASGRF1
847,DRD2
848,DBT
849,ADORA3
850,NPSR1
851,NPS
852,LHB
853,SLC6A2
854,VEGFC
855,MAPK13
856,ARG2
857,AMY2A
858,GAA
859,BCHE
860,GNMT
861,TGM1
862,GNAI1
863,LEP
864,LILRB1
865,PSORS1C2
866,FGF18
867,TMPRSS13
868,NOXA1
869,MGEA5
870,AURKA
871,GABPB1
872,FGF7
873,MMP13
874,DUSP1
875,CASP6
876,GNB2L1
877,OCLN
878,CSF3R
879,FGFR2
880,GPER
881,ACP5
882,TGFBR2
883,JAG1
884,TSHB
885,HSPA2
886,FBN1
887,SMAD2
888,NOTCH1
889,EDNRA
890,KLK10
891,PCDHGB3
892,CDK12
893,AMD1
894,OXTR
895,MAP3K5
896,CASP2
897,DLC1
898,CASP10
899,CYP2D6
900,TYRP1
901,DCT
902,PPBP
903,TSPO
904,EEF1A1
905,TICAM1
906,LBP
907,SGK3
908,PREP
909,DHCR7
910,MCAT
911,PARG
912,CHRNB2
913,CALR
914,RNASEL
915,MRPL42
916,PTRH1
917,S100G
918,CAMP
919,TG
920,CYP27B1
921,CASR
922,TXNIP
923,IGFBP3
924,RXRA
925,VDR
926,TNFSF11
927,CSRP1
928,CALB1
929,PTH
930,C3
931,CCR7
932,CD1A
933,VTCN1
934,CD274
935,NPY
936,AMY1C
937,ACSL1
938,ACSL4
939,CHI3L1
940,SREBF2
941,HK1
942,ALAD
943,HSPA1B
944,SDHC
945,HRH1
946,HRH2
947,CDH5
948,COL4A4
949,CRHR1
950,CLEC7A
951,CXCL1
952,CXCL5
953,MAP2K1
954,MAP2K4
955,ADCYAP1
956,THBS1
957,PSMG1
958,GRM1
959,HTR3A
960,DAXX
961,PGF
962,PDCD1LG2
963,HSPB1
964,CYP3A43
965,MGST1
966,LCAT
967,EPHX1
968,AWAT1
969,BCL2L2
970,NTF3
971,MAP1LC3B
972,DNAJB1
973,SLC5A11
974,APOE
975,GZMB
976,YWHAZ
977,CXCL2
978,GDNF
979,HRK
980,MAP1A
981,IL1RN
982,PENK
983,NRCAM
984,ITPKA
985,LIPG
986,GRIN2D
987,ADRA1A
988,SCN5A
989,GRM5
990,GJB1
991,GNRHR
992,PDE4A
993,SLCO6A1
994,TRPA1
995,RPP21
996,BGN
997,TNFRSF11A
998,CYP17A1
999,SULT1A1
1000,ATMIN
1001,CDC25A
1002,RYR2
1003,PARP4
1004,PAWR
1005,SPZ1
1006,NPPA
1007,NPM1
1008,CD83
1009,THBD
1010,NF1
1011,CALCR
1012,VNN1
1013,NR4A1
1014,OPRD1
1015,KCNIP2
1016,ITGAL
1017,ITGA2
1018,DNMT1
1019,RXRB
1020,PVRL1
1021,FOSB
1022,P2RY12
1023,TIMP4
1024,DHFRP1
1025,CHRNA6
1026,GAD1
1027,KCNMA1
1028,OPCML
1029,ESRRA
1030,ID1
1031,ACTN1
1032,TNNT2
1033,RUNX2
1034,MLN
1035,HTR1A
1036,CHRNA9
1037,PPY
1038,MAPK7
1039,SOCS7
1040,TRAF1
1041,LTA
1042,ITGA6
1043,OR1D2
1044,GDE5
1045,FABP4
1046,KARS
1047,TEK
1048,NAT1
1049,PSMB4
1050,PAK2
1051,CTH
1052,PRDX4
1053,DNTT
1054,DCAF5
1055,CXCL11
1056,CXCL10
1057,E2F2
1058,CLDN4
1059,NKX3-1
1060,ERBB3
1061,ACPP
1062,HK2
1063,RASA1
1064,RASSF1
1065,gyrB
1066,PFKFB4
1067,FANCD2
1068,CSNK1A1
1069,PCDHAC2
1070,CDC25B
1071,NXT1
1072,BIK
1073,BMF
1074,BOK
1075,HP
1076,SLC7A11
1077,CA1
1078,NPTN
1079,OXT
1080,SLC16A7
1081,SLC9A3
1082,CREM
1083,PER1
1084,AQP2
1085,SLC4A4
1086,TNPO1
1087,NCEH1
1088,HSD17B7
1089,CYP11B1
1090,ADAM10
1091,B2M
1092,PIK3R1
1093,GNAS
1094,RNASE3
1095,CDH11
1096,NCBP1
1097,NR2C2
1098,PTK2
1099,DNAJB4
1100,CEBPB
1101,HIF3A
1102,MYD88
1103,ETS1
1104,TGFBR1
1105,ANGPT1
1106,MT1E
1107,CTLA4
1108,HBEGF
1109,JUND
1110,JAK2
1111,PDGFRB
1112,ECM1
1113,SPEN
1114,TLR9
1115,WT1
1116,ING4
1117,MSH3
1118,Cyp2b10
1119,PDHX
1120,MOGAT2
1121,SLC1A6
1122,SLC1A7
1123,CA9
1124,NPPC
1125,NPY6R
1126,CTNNBIP1
1127,MSH6
1128,MSH2
1129,SLC17A8
1130,MMP8
1131,ABCA2
1132,ABCA3
1133,ITGA5
1134,MAP2K7
1135,RPSA
1136,TRAP1
1137,MAP4K4
1138,DUT
1139,csn
1140,SFRS11
1141,DOK2
1142,MBP
1143,STT3A
1144,PLP1
1145,CNP
1146,HSD11B1
1147,IL13RA2
1148,SLC3A2
1149,CGB8
1150,PRCP
1151,FAAH
1152,ADM2
1153,SDC3
1154,SLC1A5
1155,WISP2
1156,NRG1
1157,SCNN1G
1158,SCNN1B
1159,SCNN1A
1160,KLK4
1161,AURKC
1162,GJD2
1163,NRP1
1164,YWHAB
1165,FBLN1
1166,FBLN2
1167,VIPR1
1168,EMP2
1169,ITGA3
1170,GPR3
1171,MPZ
1172,IGFBP2
1173,IGFBP5
1174,FAH
1175,HTR1B
1176,KCNJ1
1177,SPHK1
1178,MSTN
1179,MAPT
1180,SLC7A8
1181,SLC7A5
1182,RGN
1183,DRD5
1184,CCNG1
1185,HCN4
1186,HCN2
1187,SGK1
1188,PURA
1189,CDH6
1190,MSX2
1191,TSC22D3
1192,HOXA11
1193,LIF
1194,AGRN
1195,CDR1
1196,PAEP
1197,MLPH
1198,PAK1
1199,EGR2
1200,CALCA
1201,CDK5R1
1202,GRM4
1203,C5
1204,IGHG1
1205,IDO1
1206,SNCA
1207,CD247
1208,F11R
1209,GAD2
1210,TYMP
1211,CEBPA
1212,GPD2
1213,SCARB2
